name,credits,institution
Kiran,72,NIT Surathkal
Kiran,30,IIT Madras
Simran,174,IIIT Hyderabad
Deepak,97,NIT Surathkal
Kiran,178,IIIT Hyderabad
Mehul,20,IIT Madras
Kavita,79,IIT Kanpur
Amit,159,BITS Pilani
Sneha,141,IIT Delhi
Deepak,72,IIT Bombay
Arjun,88,NIT Trichy
Rohit,170,NIT Trichy
Rohit,48,DU
Arjun,136,IIT Delhi
Nisha,166,IIT Kanpur
Kiran,121,NIT Surathkal
Kavita,76,IIT Kanpur
Rohit,113,BITS Pilani
Rohit,164,NIT Trichy
Amit,157,NIT Surathkal
Vikram,93,IIT Madras
Kavita,24,DU
Simran,38,IIT Delhi
Sneha,147,IIT Delhi
Ankit,53,IIT Madras
Neha,86,IIT Madras
Rahul,117,DU
Rahul,140,IIT Bombay
Sneha,87,BITS Pilani
Mehul,88,IIIT Hyderabad
Arjun,23,BITS Pilani
Riya,111,IIT Kanpur
Sneha,165,IIIT Hyderabad
Kavita,177,BITS Pilani
Rohit,125,IIT Bombay
Manish,123,JNU
Manish,147,IIT Delhi
Rohit,112,BITS Pilani
Kavita,40,NIT Surathkal
Kavita,171,IIT Bombay
Riya,114,NIT Trichy
Neha,37,BITS Pilani
Kiran,32,IIT Bombay
Vikram,58,NIT Trichy
Sneha,114,BITS Pilani
Arjun,27,IIIT Hyderabad
Vikram,107,BITS Pilani
Vikram,37,NIT Trichy
Priya,88,IIIT Hyderabad
Kavita,101,IIT Delhi
Arjun,90,IIT Madras
Deepak,111,NIT Trichy
Ankit,122,IIT Madras
Neha,146,DU
Pooja,21,IIT Kanpur
Priya,179,IIT Bombay
Vikas,153,NIT Trichy
Deepak,43,IIT Bombay
Vikas,86,IIT Madras
Pooja,106,NIT Surathkal
Neha,62,IIT Kanpur
Rahul,60,DU
Nisha,25,JNU
Suresh,68,IIT Kanpur
Kavita,61,IIT Kanpur
Priya,79,IIT Delhi
Kiran,97,IIIT Hyderabad
Arjun,125,NIT Trichy
Simran,60,IIT Kanpur
Vikas,92,NIT Trichy
Vikas,134,NIT Surathkal
Vikas,49,NIT Surathkal
Rahul,167,IIIT Hyderabad
Suresh,149,IIT Bombay
Manish,103,NIT Trichy
Simran,159,IIT Kanpur
Suresh,59,IIT Bombay
Suresh,95,IIIT Hyderabad
Rohit,31,IIIT Hyderabad
Vikram,57,NIT Surathkal
Riya,95,BITS Pilani
Riya,169,NIT Surathkal
Vikas,107,IIT Bombay
Neha,56,JNU
Sneha,166,IIT Bombay
Deepak,155,IIIT Hyderabad
Vikram,159,DU
Riya,166,IIIT Hyderabad
Riya,126,IIT Bombay
Ankit,179,DU
Neha,135,NIT Trichy
Riya,79,JNU
Riya,166,BITS Pilani
Priya,145,IIT Kanpur
Mehul,91,NIT Trichy
Riya,100,IIT Madras
Ankit,85,JNU
Nisha,23,IIIT Hyderabad
Kavita,109,IIT Delhi
Simran,47,JNU
Nisha,112,IIT Delhi
Neha,83,IIT Delhi
Amit,120,IIT Kanpur
Sneha,127,IIIT Hyderabad
Mehul,139,IIIT Hyderabad
Vikram,109,JNU
Sneha,165,BITS Pilani
Ankit,45,IIT Bombay
Deepak,126,IIT Kanpur
Kavita,134,NIT Surathkal
Suresh,68,NIT Trichy
Rahul,60,JNU
Sneha,46,NIT Surathkal
Neha,77,IIIT Hyderabad
Vikas,86,IIT Bombay
Vikram,22,DU
Deepak,131,IIT Bombay
Pooja,24,IIIT Hyderabad
Riya,74,NIT Surathkal
Sneha,61,NIT Trichy
Sneha,32,IIIT Hyderabad
Vikram,163,IIT Madras
Vikram,69,BITS Pilani
Rahul,83,IIT Madras
Manish,162,IIT Delhi
Kiran,117,JNU
Priya,173,IIT Kanpur
Vikas,89,NIT Surathkal
Riya,40,DU
Kavita,135,NIT Trichy
Vikram,92,JNU
Rohit,128,IIT Delhi
Manish,24,IIT Kanpur
Mehul,59,JNU
Rohit,121,JNU
Vikas,172,IIT Delhi
Ankit,166,IIT Delhi
Priya,90,BITS Pilani
Riya,80,IIT Kanpur
Rohit,112,IIT Madras
Riya,79,NIT Surathkal
Rahul,92,BITS Pilani
Sneha,156,IIT Bombay
Neha,61,IIT Delhi
Rahul,128,NIT Trichy
Riya,178,IIT Madras
Ankit,171,IIT Madras
Manish,54,IIT Delhi
Kiran,81,DU
Manish,164,BITS Pilani
Suresh,137,IIIT Hyderabad
Manish,106,IIT Delhi
Amit,75,DU
Neha,45,JNU
Ankit,100,NIT Trichy
Kavita,20,NIT Surathkal
Suresh,126,JNU
Priya,31,IIT Delhi
Amit,179,IIT Bombay
Kiran,113,DU
Ankit,75,JNU
Simran,153,IIT Bombay
Amit,61,IIT Kanpur
Ankit,140,IIT Madras
Riya,141,IIT Madras
Riya,41,NIT Surathkal
Priya,39,BITS Pilani
Priya,174,IIT Kanpur
Riya,48,IIT Kanpur
Suresh,103,IIT Bombay
Kavita,49,BITS Pilani
Manish,132,IIT Kanpur
Manish,152,NIT Trichy
Kiran,86,NIT Surathkal
Deepak,55,DU
Ankit,130,NIT Trichy
Simran,73,NIT Trichy
Manish,168,IIT Kanpur
Vikram,76,IIT Madras
Riya,59,NIT Surathkal
Rahul,130,NIT Trichy
Amit,105,NIT Trichy
Sneha,160,DU
Manish,65,NIT Surathkal
Priya,40,NIT Trichy
Vikas,171,DU
Kavita,66,IIT Kanpur
Sneha,115,NIT Surathkal
Simran,99,DU
Simran,175,IIT Madras
Sneha,101,IIT Madras
Manish,76,NIT Trichy
Nisha,165,IIT Madras
Pooja,48,BITS Pilani
Vikram,72,DU
Vikram,80,NIT Surathkal
Deepak,166,IIT Bombay
Ankit,29,IIT Kanpur
Sneha,122,DU
Ankit,54,BITS Pilani
Neha,160,NIT Surathkal
Amit,130,IIIT Hyderabad
Amit,57,BITS Pilani
Kavita,174,IIT Kanpur
Nisha,89,IIT Bombay
Suresh,73,NIT Trichy
Riya,117,BITS Pilani
Riya,29,BITS Pilani
Sneha,29,NIT Trichy
Manish,159,IIT Bombay
Deepak,107,NIT Trichy
Manish,112,IIT Bombay
Arjun,71,DU
Priya,95,IIT Kanpur
Ankit,115,BITS Pilani
Vikas,96,IIIT Hyderabad
Manish,171,NIT Surathkal
Vikram,24,IIT Delhi
Neha,36,JNU
Nisha,166,NIT Surathkal
Rohit,29,BITS Pilani
Arjun,128,NIT Surathkal
Deepak,126,IIIT Hyderabad
Ankit,41,NIT Surathkal
Ankit,59,IIT Delhi
Vikram,134,IIT Bombay
Kiran,66,NIT Trichy
Kiran,175,JNU
Neha,145,NIT Surathkal
Amit,169,IIIT Hyderabad
Pooja,34,IIIT Hyderabad
Amit,37,BITS Pilani
Vikas,117,NIT Trichy
Vikas,106,IIT Bombay
Priya,57,IIT Delhi
Manish,32,IIT Madras
Arjun,100,NIT Trichy
Pooja,81,IIT Madras
Simran,69,DU
Nisha,78,IIT Bombay
Suresh,59,IIT Kanpur
Simran,125,BITS Pilani
Arjun,159,IIT Madras
Arjun,99,IIT Madras
Deepak,41,IIT Kanpur
Kavita,155,IIIT Hyderabad
Nisha,180,NIT Surathkal
Suresh,124,BITS Pilani
Manish,97,IIT Kanpur
Simran,88,IIT Bombay
Amit,47,IIT Kanpur
Ankit,90,IIIT Hyderabad
Kiran,25,DU
Manish,35,IIT Delhi
Manish,111,JNU
Arjun,132,NIT Surathkal
Rohit,61,NIT Trichy
Suresh,21,DU
Amit,89,IIT Bombay
Ankit,64,IIIT Hyderabad
Nisha,118,IIT Delhi
Suresh,128,IIT Delhi
Rohit,56,IIIT Hyderabad
Arjun,41,DU
Ankit,170,IIT Kanpur
Kiran,175,IIIT Hyderabad
Sneha,138,IIT Kanpur
Mehul,22,IIT Delhi
Suresh,37,NIT Trichy
Riya,66,NIT Surathkal
Suresh,88,IIT Kanpur
Kiran,38,IIT Madras
Sneha,133,DU
Priya,158,NIT Surathkal
Mehul,179,JNU
Suresh,89,NIT Trichy
Suresh,145,NIT Surathkal
Pooja,85,NIT Surathkal
Riya,74,NIT Trichy
Rohit,118,DU
Rohit,172,JNU
Rahul,175,IIT Kanpur
Amit,48,NIT Surathkal
Arjun,122,DU
Arjun,107,IIIT Hyderabad
Suresh,166,NIT Surathkal
Arjun,146,IIT Madras
Manish,37,NIT Surathkal
Simran,48,DU
Arjun,100,IIT Bombay
Pooja,104,IIT Madras
Pooja,42,DU
Arjun,174,IIT Delhi
Nisha,162,IIT Delhi
Mehul,99,DU
Priya,149,NIT Trichy
Manish,20,DU
Arjun,38,IIT Delhi
Rohit,84,NIT Trichy
Manish,45,IIT Delhi
Neha,121,IIT Kanpur
Sneha,56,IIT Kanpur
Kavita,105,JNU
Suresh,29,NIT Surathkal
Suresh,154,IIT Delhi
Vikram,129,JNU
Rahul,135,NIT Trichy
Rahul,79,IIT Kanpur
Arjun,168,IIIT Hyderabad
Suresh,177,IIT Delhi
Vikas,54,IIT Delhi
Priya,34,BITS Pilani
Vikas,82,DU
Rahul,116,JNU
Ankit,73,JNU
Manish,175,IIIT Hyderabad
Neha,80,IIT Kanpur
Neha,108,IIT Madras
Mehul,160,IIIT Hyderabad
Simran,159,NIT Trichy
Ankit,39,BITS Pilani
Amit,177,IIT Kanpur
Riya,124,IIT Madras
Neha,165,IIIT Hyderabad
Neha,163,DU
Vikram,104,NIT Trichy
Pooja,72,JNU
Rohit,179,NIT Trichy
Pooja,44,BITS Pilani
Kavita,163,NIT Surathkal
Kiran,109,NIT Trichy
Amit,137,IIT Bombay
Manish,135,NIT Surathkal
Vikas,132,NIT Surathkal
Manish,143,DU
Kiran,122,IIT Kanpur
Nisha,109,IIT Bombay
Kiran,145,JNU
Arjun,81,JNU
Priya,130,DU
Amit,75,IIT Kanpur
Vikram,140,IIT Delhi
Arjun,72,BITS Pilani
Neha,166,NIT Surathkal
Manish,99,DU
Arjun,35,IIT Bombay
Mehul,169,DU
Vikas,117,NIT Trichy
Sneha,23,IIIT Hyderabad
Priya,72,IIT Bombay
Riya,136,IIT Madras
Kavita,118,IIT Madras
Suresh,101,NIT Trichy
Suresh,20,IIIT Hyderabad
Deepak,117,IIT Delhi
Deepak,127,NIT Surathkal
Vikas,27,IIT Kanpur
Simran,114,JNU
Arjun,171,IIT Madras
Vikram,59,JNU
Nisha,30,IIT Kanpur
Rohit,53,IIT Bombay
Rahul,25,DU
Arjun,168,NIT Surathkal
Mehul,26,DU
Suresh,113,BITS Pilani
Sneha,177,DU
Vikas,56,IIT Bombay
Nisha,70,BITS Pilani
Ankit,83,IIIT Hyderabad
Sneha,158,IIT Bombay
Rohit,41,IIT Bombay
Pooja,124,IIT Kanpur
Simran,167,BITS Pilani
Vikram,168,NIT Surathkal
Manish,140,IIT Kanpur
Riya,86,IIIT Hyderabad
Manish,111,BITS Pilani
Kiran,139,NIT Trichy
Priya,119,BITS Pilani
Mehul,50,NIT Trichy
Nisha,88,NIT Surathkal
Simran,78,NIT Trichy
Ankit,124,DU
Priya,158,NIT Surathkal
Suresh,42,IIT Bombay
Mehul,56,IIIT Hyderabad
Rohit,60,BITS Pilani
Riya,175,IIT Madras
Riya,37,NIT Trichy
Ankit,141,IIIT Hyderabad
Vikas,178,NIT Surathkal
Pooja,95,IIT Madras
Pooja,160,IIIT Hyderabad
Rahul,151,JNU
Rohit,48,NIT Surathkal
Kavita,156,JNU
Manish,34,DU
Kavita,130,IIIT Hyderabad
Riya,35,IIT Kanpur
Rahul,133,IIT Madras
Deepak,139,DU
Neha,145,IIT Kanpur
Deepak,154,JNU
Kiran,55,NIT Surathkal
Vikram,142,JNU
Priya,128,BITS Pilani
Riya,70,IIT Delhi
Vikram,58,IIT Bombay
Suresh,156,IIT Bombay
Amit,22,IIT Bombay
Vikas,80,NIT Surathkal
Nisha,86,IIIT Hyderabad
Vikas,55,DU
Amit,180,IIT Kanpur
Sneha,26,IIT Delhi
Rohit,120,BITS Pilani
Pooja,93,DU
Vikas,167,IIIT Hyderabad
Pooja,170,IIT Kanpur
Suresh,68,NIT Trichy
Neha,80,IIIT Hyderabad
Mehul,30,IIT Madras
Ankit,164,JNU
Kiran,100,DU
Rahul,109,IIT Madras
Kavita,33,NIT Trichy
Sneha,120,JNU
Priya,74,IIT Madras
Vikas,121,NIT Surathkal
Mehul,50,IIT Kanpur
Simran,151,IIT Madras
Suresh,78,NIT Surathkal
Simran,30,IIIT Hyderabad
Kavita,82,IIT Delhi
Rohit,50,JNU
Rahul,42,BITS Pilani
Amit,137,IIIT Hyderabad
Nisha,59,IIT Bombay
Vikas,124,IIT Madras
Nisha,171,IIIT Hyderabad
Neha,113,BITS Pilani
Vikas,175,IIT Delhi
Ankit,50,IIT Bombay
Sneha,35,BITS Pilani
Priya,161,NIT Trichy
Suresh,166,NIT Surathkal
Arjun,44,IIT Kanpur
Sneha,81,JNU
Nisha,72,BITS Pilani
Arjun,120,JNU
Rahul,127,DU
Suresh,72,DU
Suresh,142,BITS Pilani
Manish,111,IIT Madras
Sneha,136,IIT Kanpur
Vikas,129,IIT Delhi
Suresh,97,IIT Madras
Priya,163,IIT Bombay
Riya,158,BITS Pilani
Priya,100,NIT Trichy
Pooja,58,NIT Surathkal
Riya,108,IIT Madras
Rohit,122,IIT Bombay
Riya,88,IIT Madras
Ankit,119,JNU
Kiran,92,NIT Trichy
Vikram,25,NIT Surathkal
Arjun,102,IIIT Hyderabad
Nisha,144,IIIT Hyderabad
Vikram,145,BITS Pilani
Nisha,35,IIT Bombay
Kavita,76,IIT Bombay
Manish,23,NIT Trichy
Kiran,38,DU
Rahul,136,IIT Kanpur
Priya,112,BITS Pilani
Priya,164,DU
Suresh,94,NIT Trichy
Vikram,170,IIIT Hyderabad
Nisha,68,IIT Delhi
Rahul,141,IIT Kanpur
Riya,40,IIT Delhi
Ankit,33,NIT Trichy
Suresh,174,IIT Bombay
Priya,41,IIT Madras
Rahul,169,NIT Surathkal
Rohit,95,IIT Madras
Amit,125,IIT Kanpur
Rahul,111,IIIT Hyderabad
Rahul,34,JNU
Kiran,21,IIT Kanpur
Kiran,42,IIT Delhi
Riya,90,IIT Madras
Kavita,156,NIT Trichy
Manish,170,IIT Madras
Mehul,82,NIT Trichy
Vikram,76,IIT Kanpur
Pooja,26,JNU
Rohit,71,IIT Kanpur
Riya,45,BITS Pilani
Neha,143,IIIT Hyderabad
Suresh,102,DU
Sneha,71,IIT Kanpur
Arjun,118,IIT Delhi
Amit,116,DU
Kiran,163,IIT Delhi
Deepak,20,IIT Kanpur
Neha,33,IIT Kanpur
Arjun,65,IIT Kanpur
Mehul,62,JNU
Mehul,34,DU
Rahul,139,IIIT Hyderabad
Mehul,147,IIIT Hyderabad
Nisha,106,BITS Pilani
Kiran,55,IIIT Hyderabad
Neha,61,BITS Pilani
Pooja,42,IIIT Hyderabad
Ankit,76,IIT Madras
Suresh,153,IIT Madras
Vikas,65,IIT Kanpur
Deepak,56,JNU
Kiran,159,IIT Madras
Amit,100,DU
Kiran,167,IIIT Hyderabad
Rahul,180,IIT Madras
Arjun,159,DU
Kavita,84,NIT Surathkal
Manish,161,NIT Surathkal
Suresh,149,IIT Madras
Simran,43,NIT Surathkal
Manish,33,IIT Bombay
Suresh,106,IIIT Hyderabad
Nisha,70,IIT Bombay
Arjun,128,IIT Delhi
Manish,171,JNU
Manish,155,NIT Trichy
Vikas,163,IIT Kanpur
Ankit,47,BITS Pilani
Vikas,53,DU
Vikas,58,DU
Sneha,175,IIT Bombay
Rahul,163,IIT Madras
Riya,111,IIT Delhi
Simran,172,IIIT Hyderabad
Rahul,120,IIT Bombay
Nisha,44,NIT Surathkal
Pooja,93,IIT Bombay
Priya,73,IIT Madras
Kavita,59,DU
Kavita,91,IIT Delhi
Rahul,46,IIT Delhi
Rahul,27,IIT Kanpur
Simran,154,JNU
Simran,50,IIT Bombay
Vikram,56,NIT Trichy
Vikas,95,IIT Bombay
Simran,167,BITS Pilani
Sneha,42,NIT Trichy
Rahul,132,NIT Surathkal
Simran,118,NIT Surathkal
Suresh,169,NIT Trichy
Kavita,120,NIT Trichy
Vikram,86,IIT Madras
Rahul,33,NIT Surathkal
Rohit,25,DU
Neha,28,NIT Surathkal
Kiran,48,IIIT Hyderabad
Nisha,70,IIT Madras
Rahul,32,IIIT Hyderabad
Rahul,33,IIT Kanpur
Simran,69,DU
Deepak,119,IIT Delhi
Neha,98,IIT Delhi
Nisha,58,BITS Pilani
Mehul,128,IIIT Hyderabad
Mehul,167,DU
Vikas,177,NIT Surathkal
Nisha,52,BITS Pilani
Neha,40,IIT Kanpur
Pooja,58,IIT Delhi
Arjun,61,IIT Kanpur
Simran,128,NIT Trichy
Rahul,48,IIT Madras
Suresh,109,IIT Madras
Rohit,116,NIT Surathkal
Ankit,72,JNU
Rohit,99,IIT Madras
Ankit,103,NIT Trichy
Deepak,62,IIT Delhi
Nisha,60,IIT Bombay
Vikram,75,NIT Surathkal
Rahul,129,JNU
Riya,102,NIT Trichy
Vikas,173,BITS Pilani
Ankit,175,NIT Trichy
Neha,130,BITS Pilani
Suresh,169,NIT Trichy
Riya,138,JNU
Simran,92,IIT Bombay
Mehul,124,IIIT Hyderabad
Kavita,148,IIT Madras
Neha,110,JNU
Rahul,124,IIT Delhi
Kiran,66,IIT Madras
Simran,139,IIT Madras
Simran,155,IIT Madras
Manish,40,IIIT Hyderabad
Riya,33,IIT Delhi
Mehul,164,IIT Madras
Rohit,105,JNU
Sneha,111,BITS Pilani
Pooja,66,BITS Pilani
Riya,64,IIIT Hyderabad
Pooja,127,IIIT Hyderabad
Deepak,174,NIT Surathkal
Suresh,172,BITS Pilani
Pooja,174,NIT Surathkal
Sneha,99,IIT Delhi
Kiran,176,IIT Delhi
Manish,91,IIT Kanpur
Kiran,119,DU
Rohit,65,NIT Surathkal
Rahul,146,JNU
Kiran,50,IIT Delhi
Kiran,135,IIT Madras
Sneha,159,NIT Trichy
Nisha,93,DU
Manish,49,NIT Trichy
Nisha,142,IIT Delhi
Pooja,144,IIT Kanpur
Riya,91,IIT Delhi
Arjun,75,BITS Pilani
Manish,31,NIT Trichy
Manish,30,IIT Madras
Ankit,180,IIT Bombay
Neha,108,IIT Madras
Amit,54,IIT Madras
Kavita,161,IIT Bombay
Kiran,144,IIT Bombay
Rahul,160,NIT Surathkal
Riya,98,IIT Kanpur
Rahul,128,IIT Madras
Simran,144,DU
Kavita,129,IIIT Hyderabad
Priya,36,IIIT Hyderabad
Mehul,70,JNU
Vikram,89,IIT Madras
Simran,80,IIIT Hyderabad
Deepak,177,JNU
Manish,115,IIT Bombay
Mehul,140,JNU
Kavita,45,IIT Kanpur
Vikram,123,NIT Trichy
Kiran,33,NIT Surathkal
Simran,67,NIT Surathkal
Kiran,52,IIT Madras
Vikram,136,NIT Trichy
Nisha,92,NIT Trichy
Arjun,31,IIT Madras
Ankit,158,JNU
Kavita,174,IIT Madras
Nisha,104,NIT Trichy
Neha,180,NIT Trichy
Amit,113,IIT Madras
Amit,27,NIT Trichy
Rahul,67,IIT Madras
Ankit,28,IIIT Hyderabad
Kavita,48,BITS Pilani
Riya,88,IIT Madras
Rahul,65,IIIT Hyderabad
Riya,81,NIT Trichy
Manish,180,NIT Surathkal
Neha,65,BITS Pilani
Rahul,119,BITS Pilani
Neha,115,IIT Kanpur
Priya,108,NIT Trichy
Sneha,117,NIT Trichy
Arjun,175,IIT Bombay
Suresh,67,IIT Kanpur
Vikram,167,IIT Kanpur
Kavita,150,IIIT Hyderabad
Riya,75,IIT Delhi
Amit,98,NIT Trichy
Kavita,117,NIT Surathkal
Manish,131,IIT Delhi
Suresh,103,DU
Neha,67,JNU
Kiran,73,BITS Pilani
Vikram,123,DU
Kiran,69,DU
Sneha,61,NIT Surathkal
Rahul,123,JNU
Neha,43,IIT Bombay
Sneha,67,IIIT Hyderabad
Arjun,160,IIT Bombay
Sneha,133,IIT Delhi
Neha,31,DU
Priya,136,JNU
Vikram,84,DU
Priya,108,DU
Riya,135,IIT Bombay
Mehul,111,BITS Pilani
Simran,158,DU
Amit,144,NIT Trichy
Suresh,107,IIT Madras
Mehul,51,DU
Suresh,111,NIT Trichy
Nisha,49,DU
Manish,74,IIT Delhi
Rohit,108,IIT Madras
Rohit,159,IIT Madras
Arjun,160,IIT Kanpur
Deepak,77,JNU
Riya,52,IIT Madras
Suresh,165,NIT Trichy
Neha,119,BITS Pilani
Ankit,49,BITS Pilani
Arjun,112,JNU
Rohit,100,BITS Pilani
Riya,165,NIT Trichy
Neha,164,DU
Pooja,61,IIT Madras
Ankit,149,IIT Kanpur
Vikram,171,NIT Trichy
Arjun,115,NIT Surathkal
Vikram,101,DU
Suresh,165,NIT Surathkal
Manish,142,IIT Madras
Rahul,130,IIIT Hyderabad
Suresh,64,NIT Surathkal
Riya,115,JNU
Riya,34,JNU
Mehul,58,NIT Surathkal
Pooja,58,DU
Rahul,41,IIT Bombay
Vikram,64,NIT Surathkal
Sneha,164,IIT Delhi
Vikas,30,NIT Trichy
Riya,37,IIT Bombay
Kiran,74,NIT Trichy
Rohit,157,DU
Priya,94,IIT Madras
Rahul,115,IIT Madras
Amit,107,NIT Surathkal
Rahul,53,IIT Bombay
Rohit,159,JNU
Vikram,58,IIIT Hyderabad
Suresh,21,JNU
Amit,150,IIT Bombay
Nisha,55,NIT Trichy
Simran,89,JNU
Deepak,25,IIT Bombay
Simran,128,IIT Delhi
Simran,98,IIT Delhi
Kiran,115,NIT Surathkal
Pooja,23,NIT Surathkal
Deepak,44,NIT Trichy
Suresh,94,IIIT Hyderabad
Vikram,66,JNU
Rahul,94,IIT Kanpur
Mehul,92,IIIT Hyderabad
Vikram,27,IIT Delhi
Sneha,67,NIT Trichy
Pooja,131,IIT Madras
Mehul,141,IIT Madras
Riya,42,NIT Surathkal
Riya,61,NIT Surathkal
Amit,54,IIT Delhi
Simran,62,BITS Pilani
Simran,100,JNU
Neha,111,BITS Pilani
Vikram,153,IIIT Hyderabad
Kavita,39,JNU
Pooja,44,DU
Priya,55,NIT Surathkal
Sneha,38,IIT Kanpur
Simran,114,IIT Kanpur
Rahul,48,IIT Bombay
Ankit,39,IIT Kanpur
Suresh,68,DU
Kavita,26,JNU
Neha,25,IIT Madras
Simran,48,IIT Kanpur
Amit,96,IIIT Hyderabad
Pooja,130,DU
Vikas,170,IIIT Hyderabad
Suresh,61,IIIT Hyderabad
Suresh,76,IIT Madras
Neha,44,IIT Madras
Simran,81,JNU
Nisha,103,DU
Mehul,91,IIT Kanpur
Riya,121,IIT Kanpur
Amit,169,NIT Trichy
Nisha,105,DU
Riya,96,BITS Pilani
Kiran,108,NIT Surathkal
Vikas,28,BITS Pilani
Kiran,52,DU
Kiran,42,JNU
Vikas,112,JNU
Vikas,31,IIT Kanpur
Neha,136,IIT Bombay
Suresh,79,IIT Kanpur
Arjun,96,NIT Surathkal
Rahul,131,DU
Neha,176,IIT Delhi
Nisha,132,IIT Bombay
Amit,25,IIT Kanpur
Mehul,139,DU
Simran,143,IIT Bombay
Simran,24,IIT Delhi
Mehul,52,IIT Bombay
Rahul,175,IIT Kanpur
Riya,165,IIIT Hyderabad
Deepak,145,JNU
Simran,87,NIT Trichy
Nisha,174,IIT Madras
Mehul,128,DU
Arjun,52,NIT Surathkal
Vikas,134,IIT Delhi
Vikas,61,IIT Madras
Neha,99,IIT Kanpur
Sneha,150,IIT Madras
Kiran,131,IIT Bombay
Suresh,60,NIT Trichy
Kavita,100,IIT Bombay
Neha,21,NIT Surathkal
Manish,27,IIT Delhi
Ankit,35,IIT Bombay
Arjun,140,JNU
Vikas,79,IIIT Hyderabad
Amit,135,DU
Sneha,54,IIT Bombay
Vikas,132,IIT Delhi
Vikram,119,IIT Bombay
Amit,62,NIT Trichy
Vikram,130,DU
Riya,138,IIT Bombay
Rahul,21,BITS Pilani
Rohit,104,IIT Delhi
Nisha,73,IIT Bombay
Vikram,78,NIT Surathkal
Simran,26,JNU
Amit,62,BITS Pilani
Ankit,139,BITS Pilani
Sneha,50,JNU
Rahul,68,IIT Madras
Rahul,173,NIT Surathkal
Rohit,174,BITS Pilani
Sneha,150,IIT Bombay
Kavita,139,NIT Surathkal
Nisha,43,IIT Madras
Riya,155,NIT Trichy
Vikas,167,JNU
Amit,119,IIT Madras
Nisha,120,IIT Kanpur
Manish,90,IIT Kanpur
Simran,102,IIT Bombay
Simran,58,NIT Surathkal
Rahul,144,DU
Simran,125,DU
Rohit,41,IIT Kanpur
Simran,149,IIT Madras
Nisha,165,IIT Kanpur
Nisha,43,IIIT Hyderabad
Kiran,107,IIIT Hyderabad
Nisha,174,IIT Madras
Manish,54,IIT Madras
Ankit,145,IIT Madras
Riya,25,IIT Kanpur
Vikas,117,NIT Surathkal
Deepak,146,JNU
Priya,39,IIIT Hyderabad
Priya,65,IIT Bombay
Suresh,29,DU
Pooja,45,IIIT Hyderabad
Deepak,42,BITS Pilani
Mehul,78,NIT Trichy
Nisha,37,IIIT Hyderabad
Arjun,121,NIT Surathkal
Kiran,106,IIIT Hyderabad
Kavita,20,IIT Delhi
Deepak,177,BITS Pilani
Deepak,25,DU
Arjun,100,BITS Pilani
Nisha,163,IIT Kanpur
Deepak,53,IIT Bombay
Sneha,159,DU
Rohit,131,NIT Surathkal
Kavita,180,DU
Simran,123,NIT Trichy
Arjun,97,IIT Delhi
Vikas,140,JNU
Mehul,165,NIT Trichy
Pooja,79,NIT Surathkal
Riya,138,IIT Bombay
Vikram,36,NIT Surathkal
Nisha,171,IIT Bombay
Manish,166,IIT Madras
Vikas,173,IIT Bombay
Amit,70,IIT Delhi
Suresh,171,NIT Surathkal
Amit,160,IIT Madras
Suresh,38,IIT Kanpur
Mehul,39,JNU
Kiran,139,DU
Deepak,30,BITS Pilani
Kavita,113,IIT Bombay
Ankit,118,IIT Bombay
Priya,149,IIT Delhi
Manish,74,IIT Delhi
Pooja,53,JNU
Kavita,144,BITS Pilani
Sneha,81,IIT Kanpur
Ankit,174,IIT Bombay
Simran,113,BITS Pilani
Neha,165,NIT Trichy
Deepak,97,DU
Arjun,123,JNU
Neha,25,JNU
Rahul,176,IIIT Hyderabad
Pooja,35,IIT Bombay
Sneha,179,NIT Surathkal
Ankit,91,NIT Surathkal
Vikram,74,IIT Delhi
Vikram,48,DU
Manish,67,JNU
Amit,28,IIT Delhi
Vikram,61,IIT Kanpur
Simran,24,IIT Delhi
Nisha,147,BITS Pilani
Sneha,46,JNU
Rohit,45,JNU
Kiran,132,IIT Bombay
Amit,103,IIIT Hyderabad
Rohit,140,IIT Kanpur
Neha,56,NIT Trichy
Neha,112,IIT Madras
Nisha,35,DU
Rohit,75,IIT Delhi
Pooja,26,IIT Madras
Suresh,63,NIT Trichy
Rohit,28,IIT Delhi
Rahul,143,IIT Kanpur
Deepak,136,IIT Delhi
Rohit,55,NIT Surathkal
Amit,144,JNU
Riya,150,IIT Delhi
Rohit,24,IIT Bombay
Neha,83,BITS Pilani
Priya,135,IIIT Hyderabad
Neha,103,NIT Surathkal
Priya,130,IIIT Hyderabad
Riya,98,BITS Pilani
Pooja,45,IIT Kanpur
Neha,173,NIT Trichy
Mehul,169,DU
Amit,48,IIT Delhi
Vikram,85,JNU
Riya,106,IIT Bombay
Kiran,62,IIIT Hyderabad
Nisha,161,IIT Kanpur
Riya,46,DU
Simran,90,BITS Pilani
Rohit,158,NIT Surathkal
Vikram,36,IIIT Hyderabad
Sneha,102,IIT Madras
Ankit,125,JNU
Ankit,101,JNU
Rohit,112,IIT Delhi
Rohit,84,BITS Pilani
Sneha,27,IIT Delhi
Nisha,79,DU
Vikas,115,IIT Kanpur
Neha,54,IIIT Hyderabad
Manish,154,IIT Kanpur
Ankit,109,JNU
Suresh,124,NIT Surathkal
Neha,102,JNU
Kavita,23,IIT Delhi
Deepak,45,JNU
Pooja,170,NIT Surathkal
Amit,55,IIT Kanpur
